0.059553,5.127585,-1.713813,0.000000
0.050605,5.065159,-1.712538,0.371540
0.041735,5.002716,-1.711263,0.439451
0.032944,4.940255,-1.709989,0.469197
0.024231,4.877776,-1.708715,0.483843
0.015597,4.815281,-1.707441,0.491407
0.007042,4.752767,-1.706167,0.495397
-0.001434,4.690236,-1.704894,0.497525
-0.009832,4.627688,-1.703621,0.498666
-0.018151,4.565122,-1.702348,0.499281
-0.026391,4.502538,-1.701076,0.499612
-0.034553,4.439937,-1.699804,0.499791
-0.042636,4.377319,-1.698532,0.499887
-0.050640,4.314682,-1.697260,0.499939
-0.058565,4.252029,-1.695989,0.499967
-0.066412,4.189358,-1.694718,0.499982
-0.074180,4.126669,-1.693447,0.499991
-0.081870,4.063963,-1.692177,0.499995
-0.089480,4.001239,-1.690907,0.499997
-0.097012,3.938498,-1.689637,0.499999
-0.104465,3.875739,-1.688367,0.499999
-0.111840,3.812963,-1.687098,0.500000
-0.119136,3.750169,-1.685830,0.500000
-0.126353,3.687357,-1.684561,0.500000
-0.133491,3.624528,-1.683293,0.500000
-0.140551,3.561682,-1.682025,0.500000
-0.147532,3.498818,-1.680758,0.500000
-0.154434,3.435936,-1.679491,0.500000
-0.161257,3.373037,-1.678224,0.500000
-0.168002,3.310121,-1.676958,0.500000
-0.174668,3.247187,-1.675692,0.500000
-0.181256,3.184235,-1.674427,0.500000
-0.187764,3.121266,-1.673161,0.500000
-0.194194,3.058279,-1.671896,0.500000
-0.200546,2.995275,-1.670632,0.500000
-0.206818,2.932253,-1.669368,0.500000
-0.213012,2.869214,-1.668104,0.500000
-0.219127,2.806157,-1.666841,0.500000
-0.225164,2.743082,-1.665578,0.500000
-0.231122,2.679991,-1.664316,0.500000
-0.237001,2.616881,-1.663053,0.500000
-0.242801,2.553754,-1.661792,0.500000
-0.248523,2.490610,-1.660530,0.500000
-0.254165,2.427448,-1.659270,0.500000
-0.259730,2.364268,-1.658009,0.500000
-0.265215,2.301071,-1.656749,0.500000
-0.270622,2.237857,-1.655490,0.500000
-0.275950,2.174624,-1.654230,0.500000
-0.281199,2.111375,-1.652972,0.500000
-0.286370,2.048108,-1.651713,0.500000
-0.291462,1.984823,-1.650455,0.500000
-0.296475,1.921521,-1.649198,0.500000
-0.301410,1.858201,-1.647941,0.500000
-0.306266,1.794863,-1.646685,0.500000
-0.311043,1.731509,-1.645428,0.500000
-0.315741,1.668136,-1.644173,0.500000
-0.320361,1.604746,-1.642918,0.500000
-0.324902,1.541339,-1.641663,0.500000
-0.329364,1.477914,-1.640409,0.500000
-0.333748,1.414471,-1.639155,0.500000
-0.338052,1.351011,-1.637902,0.500000
-0.342270,1.287537,-1.632677,0.500000
-0.344292,1.224819,-1.572675,0.500000
-0.342503,1.163446,-1.510003,0.500000
-0.336902,1.103420,-1.445003,0.500000
-0.327491,1.044740,-1.378118,0.500000
-0.314268,0.987406,-1.309886,0.500000
-0.297234,0.931418,-1.240912,0.500000
-0.276389,0.876777,-1.171847,0.500000
-0.251733,0.823481,-1.103344,0.500000
-0.223266,0.771532,-1.036026,0.500000
-0.190987,0.720929,-0.970451,0.500000
-0.154897,0.671672,-0.907090,0.500000
-0.114996,0.623761,-0.846314,0.500000
-0.071284,0.577197,-0.788388,0.500000
-0.023760,0.531978,-0.733476,0.500000
0.027575,0.488106,-0.681653,0.500000
0.082424,0.445626,-0.642469,0.500000
0.138233,0.404943,-0.617208,0.500000
0.194412,0.366148,-0.591359,0.500000
0.250963,0.329242,-0.564936,0.500000
0.307884,0.294224,-0.537959,0.500000
0.365176,0.261095,-0.510451,0.500000
0.422840,0.229855,-0.482437,0.500000
0.480874,0.200503,-0.453950,0.500000
0.539279,0.173040,-0.425025,0.500000
0.598054,0.147466,-0.395701,0.500000
0.657201,0.123780,-0.366020,0.500000
0.716719,0.101982,-0.336031,0.500000
0.776607,0.082074,-0.305781,0.500000
0.836867,0.064054,-0.275325,0.500000
0.897497,0.047923,-0.244717,0.500000
0.958498,0.033680,-0.214013,0.500000
1.019780,0.020850,-0.203621,0.500000
1.081128,0.008310,-0.199621,0.500000
1.142535,-0.003986,-0.195623,0.500000
1.204000,-0.016038,-0.191626,0.500000
1.265523,-0.027846,-0.187631,0.500000
1.327103,-0.039411,-0.183636,0.500000
1.388742,-0.050732,-0.179644,0.500000
1.450439,-0.061809,-0.175653,0.500000
1.512194,-0.072642,-0.171664,0.500000
1.574008,-0.083232,-0.167677,0.500000
1.635879,-0.093578,-0.163692,0.500000
1.697808,-0.103680,-0.159709,0.500000
1.759795,-0.113539,-0.155729,0.500000
1.821841,-0.123153,-0.151751,0.500000
1.883944,-0.132524,-0.147776,0.500000
1.946106,-0.141652,-0.143804,0.500000
2.008326,-0.150535,-0.139834,0.500000
2.070603,-0.159175,-0.135867,0.500000
2.132939,-0.167571,-0.131904,0.500000
2.195333,-0.175723,-0.127943,0.500000
2.257785,-0.183632,-0.123986,0.500000
2.320295,-0.191297,-0.120033,0.500000
2.382863,-0.198718,-0.116083,0.500000
2.445489,-0.205895,-0.112136,0.500000
2.508174,-0.212829,-0.108194,0.500000
2.570916,-0.219519,-0.104255,0.500000
2.633716,-0.225965,-0.100321,0.500000
2.696575,-0.232168,-0.096390,0.500000
2.759491,-0.238126,-0.092464,0.500000
2.822466,-0.243841,-0.088543,0.500000
2.885499,-0.249313,-0.084625,0.500000
2.948580,-0.254586,-0.083503,0.500000
3.011658,-0.259908,-0.084843,0.500000
3.074726,-0.265315,-0.086182,0.500000
3.137784,-0.270805,-0.087522,0.500000
3.200832,-0.276380,-0.088862,0.500000
3.263869,-0.282039,-0.090202,0.500000
3.326897,-0.287782,-0.091542,0.500000
3.389914,-0.293610,-0.092882,0.500000
3.452920,-0.299521,-0.094222,0.500000
3.515917,-0.305517,-0.095563,0.500000
3.578903,-0.311597,-0.096903,0.500000
3.641879,-0.317762,-0.098244,0.500000
3.704845,-0.324010,-0.099584,0.500000
3.767801,-0.330343,-0.100925,0.500000
3.830746,-0.336760,-0.102266,0.500000
3.893681,-0.343261,-0.103606,0.500000
3.956606,-0.349847,-0.104947,0.500000
4.019520,-0.356517,-0.106288,0.500000
4.082425,-0.363271,-0.107629,0.500000
4.145319,-0.370109,-0.108970,0.500000
4.208203,-0.377031,-0.110311,0.500000
4.271077,-0.384038,-0.111653,0.500000
4.333940,-0.391129,-0.112994,0.500000
4.396793,-0.398304,-0.114335,0.500000
4.459636,-0.405563,-0.115676,0.500000
4.522469,-0.412907,-0.117017,0.500000
4.585292,-0.420334,-0.118359,0.500000
4.648104,-0.427846,-0.119700,0.500000
4.710906,-0.435443,-0.121041,0.500000
4.773698,-0.443123,-0.122382,0.500000
4.836479,-0.450888,-0.123724,0.500000
4.899251,-0.458737,-0.125065,0.500000
4.962012,-0.466670,-0.126406,0.500000
5.024763,-0.474687,-0.127747,0.500000
5.087503,-0.482789,-0.129088,0.500000
5.150234,-0.490975,-0.130430,0.500000
5.212954,-0.499245,-0.131771,0.500000
5.275664,-0.507599,-0.133112,0.500000
5.338363,-0.516038,-0.134453,0.500000
5.401053,-0.524560,-0.135794,0.500000
5.463732,-0.533167,-0.137135,0.500000
5.526401,-0.541858,-0.138476,0.500000
5.589060,-0.550634,-0.139816,0.500000
5.651708,-0.559494,-0.141157,0.500000
5.714347,-0.568437,-0.142498,0.500000
5.776975,-0.577465,-0.143838,0.500000
5.839593,-0.586578,-0.145179,0.500000
5.902200,-0.595774,-0.146519,0.500000
5.964798,-0.605055,-0.147860,0.500000
6.027385,-0.614420,-0.149200,0.500000
6.089962,-0.623869,-0.150540,0.500000
6.152528,-0.633403,-0.151880,0.500000
6.215085,-0.643021,-0.153220,0.500000
6.277631,-0.652723,-0.154560,0.500000
6.340167,-0.662509,-0.155899,0.500000
6.402692,-0.672379,-0.157239,0.500000
6.465208,-0.682334,-0.158578,0.500000
6.527713,-0.692373,-0.159918,0.500000
6.590208,-0.702496,-0.161257,0.500000
6.652693,-0.712703,-0.162596,0.500000
6.715167,-0.722994,-0.163935,0.500000
6.777632,-0.733370,-0.165273,0.500000
6.840086,-0.743830,-0.166612,0.500000
6.902355,-0.752766,-0.117806,0.500000
