-0.953428,0.021806
-1.042561,-0.091890
-1.131581,-0.205618
-1.220490,-0.319379
-1.309286,-0.433172
-1.397971,-0.546998
-1.486543,-0.660856
-1.575003,-0.774746
-1.663352,-0.888669
-1.751588,-1.002625
-1.839712,-1.116612
-1.927724,-1.230632
-2.015624,-1.344685
-2.103412,-1.458770
-2.191088,-1.572887
-2.278652,-1.687037
-2.366104,-1.801219
-2.453444,-1.915433
-2.540672,-2.029680
-2.627788,-2.143959
-2.714791,-2.258271
-2.801683,-2.372615
-2.888463,-2.486992
-2.975130,-2.601401
-3.061686,-2.715842
-3.148259,-2.830274
-3.235383,-2.944528
-3.323112,-3.058584
-3.411446,-3.172443
-3.500387,-3.286106
-3.589934,-3.399571
-3.680086,-3.512840
-3.770845,-3.625911
-3.862209,-3.738786
-3.954180,-3.851463
-4.046756,-3.963944
-4.139938,-4.076228
-4.233722,-4.188317
-4.324251,-4.301937
-4.408146,-4.418602
-4.485406,-4.538312
-4.556032,-4.661067
-4.620024,-4.786866
-4.677381,-4.915711
-4.728104,-5.047600
-4.772192,-5.182534
-4.809646,-5.320514
-4.840466,-5.461538
-4.864651,-5.605606
-4.882201,-5.752720
-4.892926,-5.902239
-4.895499,-6.049727
-4.889665,-6.194338
-4.875425,-6.336069
-4.852779,-6.474923
-4.821726,-6.610898
-4.782268,-6.743995
-4.734403,-6.874214
-4.678132,-7.001554
-4.613455,-7.126016
-4.540372,-7.247600
-4.458883,-7.366305
-4.368987,-7.482132
-4.273124,-7.594961
-4.174900,-7.704613
-4.074347,-7.811087
-3.971466,-7.914383
-3.866256,-8.014502
-3.758718,-8.111442
-3.648851,-8.205204
-3.536656,-8.295789
-3.422133,-8.383196
-3.305281,-8.467424
-3.186100,-8.548475
-3.064591,-8.626347
-2.940710,-8.700804
-2.813861,-8.768637
-2.683859,-8.828838
-2.550702,-8.881406
-2.414392,-8.926341
-2.274927,-8.963643
-2.132313,-8.993306
-1.989028,-9.011116
-1.847173,-9.013501
-1.706748,-9.000460
-1.567754,-8.971993
-1.430190,-8.928101
-1.294057,-8.868783
-1.163063,-8.795245
-1.046035,-8.710353
-0.943350,-8.614229
-0.855009,-8.506875
-0.781011,-8.388289
-0.721357,-8.258472
-0.676516,-8.118905
-0.649628,-7.979477
-0.641273,-7.842020
-0.651452,-7.706533
-0.680164,-7.573017
-0.727410,-7.441470
-0.792854,-7.311863
-0.864203,-7.183038
-0.935273,-7.054416
-1.006062,-6.925996
-1.076571,-6.797777
-1.146800,-6.669761
-1.216749,-6.541946
-1.286418,-6.414333
-1.355807,-6.286923
-1.424915,-6.159714
-1.493744,-6.032707
-1.562292,-5.905902
-1.630561,-5.779299
-1.696591,-5.652169
-1.752893,-5.521719
-1.798732,-5.387676
-1.834107,-5.250040
-1.859019,-5.108812
-1.873468,-4.963990
-1.877333,-4.816011
-1.869069,-4.670472
-1.848204,-4.529081
-1.814739,-4.391837
-1.768672,-4.258741
-1.710005,-4.129792
-1.638752,-4.004988
-1.561278,-3.882514
-1.482807,-3.760884
-1.403338,-3.640099
-1.322871,-3.520157
-1.241406,-3.401060
-1.158944,-3.282807
-1.075484,-3.165398
-0.991027,-3.048832
-0.905572,-2.933111
-0.819119,-2.818234
-0.731669,-2.704201
-0.643220,-2.591012
-0.553775,-2.478667
-0.463331,-2.367167
-0.371890,-2.256510
-0.279451,-2.146697
-0.186015,-2.037728
-0.091581,-1.929604
0.003851,-1.822323
0.100280,-1.715887
0.197707,-1.610295
0.296132,-1.505546
0.395554,-1.401642
0.495974,-1.298582
0.597392,-1.196366
0.698851,-1.094075
0.799025,-0.990432
0.897904,-0.885429
0.995488,-0.779066
1.091778,-0.671344
1.186773,-0.562261
1.280474,-0.451819
1.372880,-0.340016
1.463991,-0.226854
1.553808,-0.112332
1.642330,0.003550
1.729558,0.120792
1.814536,0.239607
1.885563,0.362591
1.939176,0.490516
1.975373,0.623380
1.994156,0.761184
1.995523,0.903928
1.979475,1.051584
1.946194,1.195329
1.895826,1.328154
1.828369,1.450059
1.743824,1.561044
1.642190,1.661110
1.523469,1.750256
1.392475,1.825518
1.260012,1.880249
1.126485,1.914200
0.991892,1.927372
0.856234,1.919764
0.719511,1.891376
0.582875,1.843301
0.453498,1.782338
0.332621,1.709663
0.220242,1.625276
0.116362,1.529176
0.020980,1.421364
-0.066077,1.302105
-0.150248,1.179667
-0.234111,1.057972
-0.317666,0.937019
-0.400914,0.816809
-0.483854,0.697341
-0.566487,0.578616
-0.648813,0.460634
-0.730831,0.343395
-0.812541,0.226898
-0.893944,0.111144
-0.975039,-0.003867
